first_author,study_ID,effect_size_ID,year_published,citation,journal,level,phyllum,class,order,family,common_name,scientific_name,scientific_name_OTL,strain,developmental_stage,includes_body_size,body_size,size_unit,pop_source,temp,exposure_method,vehicle,bisphenol,bisphenol_conc,bispheno_unit_paper,bispenol_unit_standardized,Bispheno_corrected_ug,time,time_days,lag,sex,tissue_type,cell_type,cell_gen,molecule_type,molecule,abbreviation,type,role,response,response_unit,mean_control,sd_control,se_control,n_control,mean_treat,sd_treat,se_treat,n_treat,tool,mean_c_1,mean_t_1,pooled_sd,hedges_calc,hedges_abs,lnRR,lnRR_variance
Peretz,56,868,2013,"Peretz, Jackye, Steven L. Neese, and Jodi A. Flaws. ""Mouse strain does not influence the overall effects of bisphenol a-induced toxicity in adult antral follicles."" Biology of reproduction 89, no. 5 (2013): 108-1.",Biology of reproduction,Cell,Chordate,Mammalia,Rodentia,Muridae,Lab mouse,Mus musculus,Mus musculus,FVB,Adult,NA,NA,NA,Commercial,22,Cell culture,DMSO,BPA,100,ug/mL,ug/mL,NA,120 hours,5,0,Female,Ovary,Antral follicle,Primary,Hormone,Progesterone,P4,Progestogen,Reproductive,Hormone production,ng/mL,14.66049383,8.553337321,4.938271605,3,0.308641975,0.534583583,0.308641975,3,metadigitize,15.66049383,1.308641975,6.059924048,-2.368322068,2.368322068,-3.860729711,1.113462604
Peretz,56,869,2013,"Peretz, Jackye, Steven L. Neese, and Jodi A. Flaws. ""Mouse strain does not influence the overall effects of bisphenol a-induced toxicity in adult antral follicles."" Biology of reproduction 89, no. 5 (2013): 108-1.",Biology of reproduction,Cell,Chordate,Mammalia,Rodentia,Muridae,Lab mouse,Mus musculus,Mus musculus,FVB,Adult,NA,NA,NA,Commercial,22,Cell culture,DMSO,BPA,1,ug/mL,ug/mL,NA,24 hours,1,0,Female,Ovary,Antral follicle,Primary,Hormone,Testosterone,T,Androgen,Reproductive,Hormone production,ng/mL,1.41955836,0.819582401,0.47318612,3,0.94637224,0.16391648,0.094637224,3,metadigitize,2.41955836,1.94637224,0.591009274,-0.800640769,0.800640769,-0.405465108,0.121111111
Peretz,56,870,2013,"Peretz, Jackye, Steven L. Neese, and Jodi A. Flaws. ""Mouse strain does not influence the overall effects of bisphenol a-induced toxicity in adult antral follicles."" Biology of reproduction 89, no. 5 (2013): 108-1.",Biology of reproduction,Cell,Chordate,Mammalia,Rodentia,Muridae,Lab mouse,Mus musculus,Mus musculus,FVB,Adult,NA,NA,NA,Commercial,22,Cell culture,DMSO,BPA,10,ug/mL,ug/mL,NA,24 hours,1,0,Female,Ovary,Antral follicle,Primary,Hormone,Testosterone,T,Androgen,Reproductive,Hormone production,ng/mL,1.41955836,0.819582401,0.47318612,3,0.567823344,0.32783296,0.189274448,3,metadigitize,2.41955836,1.567823344,0.624175361,-1.364576478,1.364576478,-0.916290732,0.222222222
Peretz,56,871,2013,"Peretz, Jackye, Steven L. Neese, and Jodi A. Flaws. ""Mouse strain does not influence the overall effects of bisphenol a-induced toxicity in adult antral follicles."" Biology of reproduction 89, no. 5 (2013): 108-1.",Biology of reproduction,Cell,Chordate,Mammalia,Rodentia,Muridae,Lab mouse,Mus musculus,Mus musculus,FVB,Adult,NA,NA,NA,Commercial,22,Cell culture,DMSO,BPA,100,ug/mL,ug/mL,NA,24 hours,1,0,Female,Ovary,Antral follicle,Primary,Hormone,Testosterone,T,Androgen,Reproductive,Hormone production,ng/mL,1.41955836,0.819582401,0.47318612,3,0.662460568,0.32783296,0.189274448,3,metadigitize,2.41955836,1.662460568,0.624175361,-1.21295687,1.21295687,-0.762140052,0.192743764
Peretz,56,872,2013,"Peretz, Jackye, Steven L. Neese, and Jodi A. Flaws. ""Mouse strain does not influence the overall effects of bisphenol a-induced toxicity in adult antral follicles."" Biology of reproduction 89, no. 5 (2013): 108-1.",Biology of reproduction,Cell,Chordate,Mammalia,Rodentia,Muridae,Lab mouse,Mus musculus,Mus musculus,FVB,Adult,NA,NA,NA,Commercial,22,Cell culture,DMSO,BPA,1,ug/mL,ug/mL,NA,48 hours,2,0,Female,Ovary,Antral follicle,Primary,Hormone,Testosterone,T,Androgen,Reproductive,Hormone production,ng/mL,1.230283912,0.16391648,0.094637224,3,1.892744479,0.983498881,0.567823344,3,metadigitize,2.230283912,2.892744479,0.70503144,0.939618477,0.939618477,0.430782916,0.09591716
Peretz,56,873,2013,"Peretz, Jackye, Steven L. Neese, and Jodi A. Flaws. ""Mouse strain does not influence the overall effects of bisphenol a-induced toxicity in adult antral follicles."" Biology of reproduction 89, no. 5 (2013): 108-1.",Biology of reproduction,Cell,Chordate,Mammalia,Rodentia,Muridae,Lab mouse,Mus musculus,Mus musculus,FVB,Adult,NA,NA,NA,Commercial,22,Cell culture,DMSO,BPA,10,ug/mL,ug/mL,NA,48 hours,2,0,Female,Ovary,Antral follicle,Primary,Hormone,Testosterone,T,Androgen,Reproductive,Hormone production,ng/mL,1.230283912,0.16391648,0.094637224,3,0.567823344,0.32783296,0.189274448,3,metadigitize,2.230283912,1.567823344,0.259174712,-2.556038602,2.556038602,-0.773189888,0.117028271
Peretz,56,874,2013,"Peretz, Jackye, Steven L. Neese, and Jodi A. Flaws. ""Mouse strain does not influence the overall effects of bisphenol a-induced toxicity in adult antral follicles."" Biology of reproduction 89, no. 5 (2013): 108-1.",Biology of reproduction,Cell,Chordate,Mammalia,Rodentia,Muridae,Lab mouse,Mus musculus,Mus musculus,FVB,Adult,NA,NA,NA,Commercial,22,Cell culture,DMSO,BPA,100,ug/mL,ug/mL,NA,48 hours,2,0,Female,Ovary,Antral follicle,Primary,Hormone,Testosterone,T,Androgen,Reproductive,Hormone production,ng/mL,1.230283912,0.16391648,0.094637224,3,0.189274448,0.491749441,0.283911672,3,metadigitize,2.230283912,1.189274448,0.366528392,-2.840187787,2.840187787,-1.871802177,2.25591716
Peretz,56,875,2013,"Peretz, Jackye, Steven L. Neese, and Jodi A. Flaws. ""Mouse strain does not influence the overall effects of bisphenol a-induced toxicity in adult antral follicles."" Biology of reproduction 89, no. 5 (2013): 108-1.",Biology of reproduction,Cell,Chordate,Mammalia,Rodentia,Muridae,Lab mouse,Mus musculus,Mus musculus,FVB,Adult,NA,NA,NA,Commercial,22,Cell culture,DMSO,BPA,1,ug/mL,ug/mL,NA,72 hours,3,0,Female,Ovary,Antral follicle,Primary,Hormone,Testosterone,T,Androgen,Reproductive,Hormone production,ng/mL,1.135646688,0.32783296,0.189274448,3,1.608832808,0.491749441,0.283911672,3,metadigitize,2.135646688,2.608832808,0.417906666,1.132277034,1.132277034,0.348306694,0.058919646
Peretz,56,876,2013,"Peretz, Jackye, Steven L. Neese, and Jodi A. Flaws. ""Mouse strain does not influence the overall effects of bisphenol a-induced toxicity in adult antral follicles."" Biology of reproduction 89, no. 5 (2013): 108-1.",Biology of reproduction,Cell,Chordate,Mammalia,Rodentia,Muridae,Lab mouse,Mus musculus,Mus musculus,FVB,Adult,NA,NA,NA,Commercial,22,Cell culture,DMSO,BPA,10,ug/mL,ug/mL,NA,72 hours,3,0,Female,Ovary,Antral follicle,Primary,Hormone,Testosterone,T,Androgen,Reproductive,Hormone production,ng/mL,1.135646688,0.32783296,0.189274448,3,0.567823344,0.32783296,0.189274448,3,metadigitize,2.135646688,1.567823344,0.32783296,-1.732050808,1.732050808,-0.693147181,0.138888889
Peretz,56,877,2013,"Peretz, Jackye, Steven L. Neese, and Jodi A. Flaws. ""Mouse strain does not influence the overall effects of bisphenol a-induced toxicity in adult antral follicles."" Biology of reproduction 89, no. 5 (2013): 108-1.",Biology of reproduction,Cell,Chordate,Mammalia,Rodentia,Muridae,Lab mouse,Mus musculus,Mus musculus,FVB,Adult,NA,NA,NA,Commercial,22,Cell culture,DMSO,BPA,100,ug/mL,ug/mL,NA,72 hours,3,0,Female,Ovary,Antral follicle,Primary,Hormone,Testosterone,T,Androgen,Reproductive,Hormone production,ng/mL,1.135646688,0.32783296,0.189274448,3,0.757097792,0.32783296,0.189274448,3,metadigitize,2.135646688,1.757097792,0.32783296,-1.154700538,1.154700538,-0.405465108,0.090277778
Peretz,56,878,2013,"Peretz, Jackye, Steven L. Neese, and Jodi A. Flaws. ""Mouse strain does not influence the overall effects of bisphenol a-induced toxicity in adult antral follicles."" Biology of reproduction 89, no. 5 (2013): 108-1.",Biology of reproduction,Cell,Chordate,Mammalia,Rodentia,Muridae,Lab mouse,Mus musculus,Mus musculus,FVB,Adult,NA,NA,NA,Commercial,22,Cell culture,DMSO,BPA,1,ug/mL,ug/mL,NA,96 hours,4,0,Female,Ovary,Antral follicle,Primary,Hormone,Testosterone,T,Androgen,Reproductive,Hormone production,ng/mL,9.936908517,0.819582401,0.47318612,3,3.501577287,1.147415361,0.662460568,3,metadigitize,10.93690852,4.501577287,0.997065024,-6.454274371,6.454274371,-1.043042438,0.038060123
Peretz,56,879,2013,"Peretz, Jackye, Steven L. Neese, and Jodi A. Flaws. ""Mouse strain does not influence the overall effects of bisphenol a-induced toxicity in adult antral follicles."" Biology of reproduction 89, no. 5 (2013): 108-1.",Biology of reproduction,Cell,Chordate,Mammalia,Rodentia,Muridae,Lab mouse,Mus musculus,Mus musculus,FVB,Adult,NA,NA,NA,Commercial,22,Cell culture,DMSO,BPA,10,ug/mL,ug/mL,NA,96 hours,4,0,Female,Ovary,Antral follicle,Primary,Hormone,Testosterone,T,Androgen,Reproductive,Hormone production,ng/mL,9.936908517,0.819582401,0.47318612,3,0.378548896,0.32783296,0.189274448,3,metadigitize,10.93690852,1.378548896,0.624175361,-15.31358048,15.31358048,-3.267665989,0.252267574
Peretz,56,880,2013,"Peretz, Jackye, Steven L. Neese, and Jodi A. Flaws. ""Mouse strain does not influence the overall effects of bisphenol a-induced toxicity in adult antral follicles."" Biology of reproduction 89, no. 5 (2013): 108-1.",Biology of reproduction,Cell,Chordate,Mammalia,Rodentia,Muridae,Lab mouse,Mus musculus,Mus musculus,FVB,Adult,NA,NA,NA,Commercial,22,Cell culture,DMSO,BPA,100,ug/mL,ug/mL,NA,96 hours,4,0,Female,Ovary,Antral follicle,Primary,Hormone,Testosterone,T,Androgen,Reproductive,Hormone production,ng/mL,9.936908517,0.819582401,0.47318612,3,0.283911672,0.32783296,0.189274448,3,metadigitize,10.93690852,1.283911672,0.624175361,-15.46520009,15.46520009,-3.555348061,0.446712018
Peretz,56,881,2013,"Peretz, Jackye, Steven L. Neese, and Jodi A. Flaws. ""Mouse strain does not influence the overall effects of bisphenol a-induced toxicity in adult antral follicles."" Biology of reproduction 89, no. 5 (2013): 108-1.",Biology of reproduction,Cell,Chordate,Mammalia,Rodentia,Muridae,Lab mouse,Mus musculus,Mus musculus,FVB,Adult,NA,NA,NA,Commercial,22,Cell culture,DMSO,BPA,1,ug/mL,ug/mL,NA,120 hours,5,0,Female,Ovary,Antral follicle,Primary,Hormone,Testosterone,T,Androgen,Reproductive,Hormone production,ng/mL,15.99369085,5.409243847,3.123028391,3,19.21135647,6.556659208,3.785488959,3,metadigitize,16.99369085,20.21135647,6.010395119,0.535350098,0.535350098,0.183307264,0.076955387
Peretz,56,882,2013,"Peretz, Jackye, Steven L. Neese, and Jodi A. Flaws. ""Mouse strain does not influence the overall effects of bisphenol a-induced toxicity in adult antral follicles."" Biology of reproduction 89, no. 5 (2013): 108-1.",Biology of reproduction,Cell,Chordate,Mammalia,Rodentia,Muridae,Lab mouse,Mus musculus,Mus musculus,FVB,Adult,NA,NA,NA,Commercial,22,Cell culture,DMSO,BPA,10,ug/mL,ug/mL,NA,120 hours,5,0,Female,Ovary,Antral follicle,Primary,Hormone,Testosterone,T,Androgen,Reproductive,Hormone production,ng/mL,15.99369085,5.409243847,3.123028391,3,2.933753943,2.786580164,1.608832808,3,metadigitize,16.99369085,3.933753943,4.302612462,-3.035350504,3.035350504,-1.69591151,0.338857325
Peretz,56,883,2013,"Peretz, Jackye, Steven L. Neese, and Jodi A. Flaws. ""Mouse strain does not influence the overall effects of bisphenol a-induced toxicity in adult antral follicles."" Biology of reproduction 89, no. 5 (2013): 108-1.",Biology of reproduction,Cell,Chordate,Mammalia,Rodentia,Muridae,Lab mouse,Mus musculus,Mus musculus,FVB,Adult,NA,NA,NA,Commercial,22,Cell culture,DMSO,BPA,100,ug/mL,ug/mL,NA,120 hours,5,0,Female,Ovary,Antral follicle,Primary,Hormone,Testosterone,T,Androgen,Reproductive,Hormone production,ng/mL,15.99369085,5.409243847,3.123028391,3,0.851735016,0.491749441,0.283911672,3,metadigitize,16.99369085,1.851735016,3.840685909,-3.942513445,3.942513445,-2.932674138,0.149240028
Peretz,56,884,2013,"Peretz, Jackye, Steven L. Neese, and Jodi A. Flaws. ""Mouse strain does not influence the overall effects of bisphenol a-induced toxicity in adult antral follicles."" Biology of reproduction 89, no. 5 (2013): 108-1.",Biology of reproduction,Cell,Chordate,Mammalia,Rodentia,Muridae,Lab mouse,Mus musculus,Mus musculus,C57BL/6,Adult,NA,NA,NA,Commercial,22,Cell culture,DMSO,BPA,1,ug/mL,ug/mL,NA,24 hours,1,0,Female,Ovary,Antral follicle,Primary,Hormone,Androstendione,A4,Androgen,Reproductive,Hormone production,ng/mL,0.217821782,0.034298036,0.01980198,3,0.207920792,0.034298036,0.01980198,3,metadigitize,1.217821782,1.207920792,0.034298036,-0.288675135,0.288675135,-0.046520016,0.017334758
Peretz,56,885,2013,"Peretz, Jackye, Steven L. Neese, and Jodi A. Flaws. ""Mouse strain does not influence the overall effects of bisphenol a-induced toxicity in adult antral follicles."" Biology of reproduction 89, no. 5 (2013): 108-1.",Biology of reproduction,Cell,Chordate,Mammalia,Rodentia,Muridae,Lab mouse,Mus musculus,Mus musculus,C57BL/6,Adult,NA,NA,NA,Commercial,22,Cell culture,DMSO,BPA,10,ug/mL,ug/mL,NA,24 hours,1,0,Female,Ovary,Antral follicle,Primary,Hormone,Androstendione,A4,Androgen,Reproductive,Hormone production,ng/mL,0.217821782,0.034298036,0.01980198,3,0.148514851,0.034298036,0.01980198,3,metadigitize,1.217821782,1.148514851,0.034298036,-2.020725942,2.020725942,-0.382992252,0.026042241
Peretz,56,886,2013,"Peretz, Jackye, Steven L. Neese, and Jodi A. Flaws. ""Mouse strain does not influence the overall effects of bisphenol a-induced toxicity in adult antral follicles."" Biology of reproduction 89, no. 5 (2013): 108-1.",Biology of reproduction,Cell,Chordate,Mammalia,Rodentia,Muridae,Lab mouse,Mus musculus,Mus musculus,C57BL/6,Adult,NA,NA,NA,Commercial,22,Cell culture,DMSO,BPA,1,ug/mL,ug/mL,NA,48 hours,2,0,Female,Ovary,Antral follicle,Primary,Hormone,Androstendione,A4,Androgen,Reproductive,Hormone production,ng/mL,0.297029703,0.120043125,0.069306931,3,0.495049505,0.240086251,0.138613861,3,metadigitize,1.297029703,1.495049505,0.189804847,1.043281062,1.043281062,0.510825624,0.132844444
Peretz,56,887,2013,"Peretz, Jackye, Steven L. Neese, and Jodi A. Flaws. ""Mouse strain does not influence the overall effects of bisphenol a-induced toxicity in adult antral follicles."" Biology of reproduction 89, no. 5 (2013): 108-1.",Biology of reproduction,Cell,Chordate,Mammalia,Rodentia,Muridae,Lab mouse,Mus musculus,Mus musculus,C57BL/6,Adult,NA,NA,NA,Commercial,22,Cell culture,DMSO,BPA,10,ug/mL,ug/mL,NA,48 hours,2,0,Female,Ovary,Antral follicle,Primary,Hormone,Androstendione,A4,Androgen,Reproductive,Hormone production,ng/mL,0.297029703,0.120043125,0.069306931,3,0.217821782,0.034298036,0.01980198,3,metadigitize,1.297029703,1.217821782,0.088279973,-0.897235447,0.897235447,-0.310154928,0.062708907
Peretz,56,888,2013,"Peretz, Jackye, Steven L. Neese, and Jodi A. Flaws. ""Mouse strain does not influence the overall effects of bisphenol a-induced toxicity in adult antral follicles."" Biology of reproduction 89, no. 5 (2013): 108-1.",Biology of reproduction,Cell,Chordate,Mammalia,Rodentia,Muridae,Lab mouse,Mus musculus,Mus musculus,C57BL/6,Adult,NA,NA,NA,Commercial,22,Cell culture,DMSO,BPA,100,ug/mL,ug/mL,NA,48 hours,2,0,Female,Ovary,Antral follicle,Primary,Hormone,Androstendione,A4,Androgen,Reproductive,Hormone production,ng/mL,0.297029703,0.120043125,0.069306931,3,0.188118812,0.034298036,0.01980198,3,metadigitize,1.297029703,1.188118812,0.088279973,-1.233698739,1.233698739,-0.456758402,0.065524777
Peretz,56,889,2013,"Peretz, Jackye, Steven L. Neese, and Jodi A. Flaws. ""Mouse strain does not influence the overall effects of bisphenol a-induced toxicity in adult antral follicles."" Biology of reproduction 89, no. 5 (2013): 108-1.",Biology of reproduction,Cell,Chordate,Mammalia,Rodentia,Muridae,Lab mouse,Mus musculus,Mus musculus,C57BL/6,Adult,NA,NA,NA,Commercial,22,Cell culture,DMSO,BPA,1,ug/mL,ug/mL,NA,72 hours,3,0,Female,Ovary,Antral follicle,Primary,Hormone,Androstendione,A4,Androgen,Reproductive,Hormone production,ng/mL,0.405940594,0.034298036,0.01980198,3,0.524752475,0.102894107,0.059405941,3,metadigitize,1.405940594,1.524752475,0.07669274,1.549193338,1.549193338,0.256719847,0.015195485
Peretz,56,890,2013,"Peretz, Jackye, Steven L. Neese, and Jodi A. Flaws. ""Mouse strain does not influence the overall effects of bisphenol a-induced toxicity in adult antral follicles."" Biology of reproduction 89, no. 5 (2013): 108-1.",Biology of reproduction,Cell,Chordate,Mammalia,Rodentia,Muridae,Lab mouse,Mus musculus,Mus musculus,C57BL/6,Adult,NA,NA,NA,Commercial,22,Cell culture,DMSO,BPA,10,ug/mL,ug/mL,NA,72 hours,3,0,Female,Ovary,Antral follicle,Primary,Hormone,Androstendione,A4,Androgen,Reproductive,Hormone production,ng/mL,0.405940594,0.034298036,0.01980198,3,0.03960396,0.051447054,0.02970297,3,metadigitize,1.405940594,1.03960396,0.043721588,-8.378850053,8.378850053,-2.327277706,0.564879536
Peretz,56,891,2013,"Peretz, Jackye, Steven L. Neese, and Jodi A. Flaws. ""Mouse strain does not influence the overall effects of bisphenol a-induced toxicity in adult antral follicles."" Biology of reproduction 89, no. 5 (2013): 108-1.",Biology of reproduction,Cell,Chordate,Mammalia,Rodentia,Muridae,Lab mouse,Mus musculus,Mus musculus,C57BL/6,Adult,NA,NA,NA,Commercial,22,Cell culture,DMSO,BPA,100,ug/mL,ug/mL,NA,72 hours,3,0,Female,Ovary,Antral follicle,Primary,Hormone,Androstendione,A4,Androgen,Reproductive,Hormone production,ng/mL,0.405940594,0.034298036,0.01980198,3,0.02970297,0.017149018,0.00990099,3,metadigitize,1.405940594,1.02970297,0.027114978,-13.87563812,13.87563812,-2.614959778,0.113490647
Peretz,56,892,2013,"Peretz, Jackye, Steven L. Neese, and Jodi A. Flaws. ""Mouse strain does not influence the overall effects of bisphenol a-induced toxicity in adult antral follicles."" Biology of reproduction 89, no. 5 (2013): 108-1.",Biology of reproduction,Cell,Chordate,Mammalia,Rodentia,Muridae,Lab mouse,Mus musculus,Mus musculus,C57BL/6,Adult,NA,NA,NA,Commercial,22,Cell culture,DMSO,BPA,1,ug/mL,ug/mL,NA,96 hours,4,0,Female,Ovary,Antral follicle,Primary,Hormone,Androstendione,A4,Androgen,Reproductive,Hormone production,ng/mL,0.891089109,0.085745089,0.04950495,3,1.237623762,0.068596072,0.03960396,3,metadigitize,1.891089109,2.237623762,0.077645481,4.463036991,4.463036991,0.328504067,0.00411042
Peretz,56,893,2013,"Peretz, Jackye, Steven L. Neese, and Jodi A. Flaws. ""Mouse strain does not influence the overall effects of bisphenol a-induced toxicity in adult antral follicles."" Biology of reproduction 89, no. 5 (2013): 108-1.",Biology of reproduction,Cell,Chordate,Mammalia,Rodentia,Muridae,Lab mouse,Mus musculus,Mus musculus,C57BL/6,Adult,NA,NA,NA,Commercial,22,Cell culture,DMSO,BPA,10,ug/mL,ug/mL,NA,96 hours,4,0,Female,Ovary,Antral follicle,Primary,Hormone,Androstendione,A4,Androgen,Reproductive,Hormone production,ng/mL,0.891089109,0.085745089,0.04950495,3,0.059405941,0.034298036,0.01980198,3,metadigitize,1.891089109,1.059405941,0.065301515,-12.73604713,12.73604713,-2.708050201,0.114197531
Peretz,56,894,2013,"Peretz, Jackye, Steven L. Neese, and Jodi A. Flaws. ""Mouse strain does not influence the overall effects of bisphenol a-induced toxicity in adult antral follicles."" Biology of reproduction 89, no. 5 (2013): 108-1.",Biology of reproduction,Cell,Chordate,Mammalia,Rodentia,Muridae,Lab mouse,Mus musculus,Mus musculus,C57BL/6,Adult,NA,NA,NA,Commercial,22,Cell culture,DMSO,BPA,100,ug/mL,ug/mL,NA,96 hours,4,0,Female,Ovary,Antral follicle,Primary,Hormone,Androstendione,A4,Androgen,Reproductive,Hormone production,ng/mL,0.891089109,0.085745089,0.04950495,3,0.02970297,0.017149018,0.00990099,3,metadigitize,1.891089109,1.02970297,0.061831663,-13.93114938,13.93114938,-3.401197382,0.114197531
Peretz,56,895,2013,"Peretz, Jackye, Steven L. Neese, and Jodi A. Flaws. ""Mouse strain does not influence the overall effects of bisphenol a-induced toxicity in adult antral follicles."" Biology of reproduction 89, no. 5 (2013): 108-1.",Biology of reproduction,Cell,Chordate,Mammalia,Rodentia,Muridae,Lab mouse,Mus musculus,Mus musculus,C57BL/6,Adult,NA,NA,NA,Commercial,22,Cell culture,DMSO,BPA,1,ug/mL,ug/mL,NA,120 hours,5,0,Female,Ovary,Antral follicle,Primary,Hormone,Androstendione,A4,Androgen,Reproductive,Hormone production,ng/mL,0.386138614,0.137192143,0.079207921,3,0.772277228,0.257235268,0.148514851,3,metadigitize,1.386138614,1.772277228,0.206145176,1.873139215,1.873139215,0.693147181,0.079059829
Peretz,56,896,2013,"Peretz, Jackye, Steven L. Neese, and Jodi A. Flaws. ""Mouse strain does not influence the overall effects of bisphenol a-induced toxicity in adult antral follicles."" Biology of reproduction 89, no. 5 (2013): 108-1.",Biology of reproduction,Cell,Chordate,Mammalia,Rodentia,Muridae,Lab mouse,Mus musculus,Mus musculus,C57BL/6,Adult,NA,NA,NA,Commercial,22,Cell culture,DMSO,BPA,10,ug/mL,ug/mL,NA,120 hours,5,0,Female,Ovary,Antral follicle,Primary,Hormone,Androstendione,A4,Androgen,Reproductive,Hormone production,ng/mL,0.386138614,0.137192143,0.079207921,3,0.118811881,0.034298036,0.01980198,3,metadigitize,1.386138614,1.118811881,0.099995098,-2.673398366,2.673398366,-1.178654996,0.069855358
Peretz,56,897,2013,"Peretz, Jackye, Steven L. Neese, and Jodi A. Flaws. ""Mouse strain does not influence the overall effects of bisphenol a-induced toxicity in adult antral follicles."" Biology of reproduction 89, no. 5 (2013): 108-1.",Biology of reproduction,Cell,Chordate,Mammalia,Rodentia,Muridae,Lab mouse,Mus musculus,Mus musculus,C57BL/6,Adult,NA,NA,NA,Commercial,22,Cell culture,DMSO,BPA,100,ug/mL,ug/mL,NA,120 hours,5,0,Female,Ovary,Antral follicle,Primary,Hormone,Androstendione,A4,Androgen,Reproductive,Hormone production,ng/mL,0.386138614,0.137192143,0.079207921,3,0.069306931,0.017149018,0.00990099,3,metadigitize,1.386138614,1.069306931,0.097764444,-3.240765975,3.240765975,-1.717651497,0.062485744
Peretz,56,898,2013,"Peretz, Jackye, Steven L. Neese, and Jodi A. Flaws. ""Mouse strain does not influence the overall effects of bisphenol a-induced toxicity in adult antral follicles."" Biology of reproduction 89, no. 5 (2013): 108-1.",Biology of reproduction,Cell,Chordate,Mammalia,Rodentia,Muridae,Lab mouse,Mus musculus,Mus musculus,C57BL/6,Adult,NA,NA,NA,Commercial,22,Cell culture,DMSO,BPA,1,ug/mL,ug/mL,NA,24 hours,1,0,Female,Ovary,Antral follicle,Primary,Hormone,Estradiol,E2,Estrogen,Reproductive,Hormone production,pg/mL,63.09148265,109.2776535,63.09148265,3,94.63722397,54.63882674,31.54574132,3,metadigitize,64.09148265,95.63722397,86.39157058,0.365148372,0.365148372,0.405465108,1.111111111
Peretz,56,899,2013,"Peretz, Jackye, Steven L. Neese, and Jodi A. Flaws. ""Mouse strain does not influence the overall effects of bisphenol a-induced toxicity in adult antral follicles."" Biology of reproduction 89, no. 5 (2013): 108-1.",Biology of reproduction,Cell,Chordate,Mammalia,Rodentia,Muridae,Lab mouse,Mus musculus,Mus musculus,C57BL/6,Adult,NA,NA,NA,Commercial,22,Cell culture,DMSO,BPA,10,ug/mL,ug/mL,NA,24 hours,1,0,Female,Ovary,Antral follicle,Primary,Hormone,Estradiol,E2,Estrogen,Reproductive,Hormone production,pg/mL,63.09148265,109.2776535,63.09148265,3,189.2744479,109.2776535,63.09148265,3,metadigitize,64.09148265,190.2744479,109.2776535,1.154700538,1.154700538,1.098612289,1.111111111
Peretz,56,900,2013,"Peretz, Jackye, Steven L. Neese, and Jodi A. Flaws. ""Mouse strain does not influence the overall effects of bisphenol a-induced toxicity in adult antral follicles."" Biology of reproduction 89, no. 5 (2013): 108-1.",Biology of reproduction,Cell,Chordate,Mammalia,Rodentia,Muridae,Lab mouse,Mus musculus,Mus musculus,C57BL/6,Adult,NA,NA,NA,Commercial,22,Cell culture,DMSO,BPA,100,ug/mL,ug/mL,NA,24 hours,1,0,Female,Ovary,Antral follicle,Primary,Hormone,Estradiol,E2,Estrogen,Reproductive,Hormone production,pg/mL,63.09148265,109.2776535,63.09148265,3,599.3690852,54.63882674,31.54574132,3,metadigitize,64.09148265,600.3690852,86.39157058,6.207522318,6.207522318,2.251291799,1.002770083
Peretz,56,901,2013,"Peretz, Jackye, Steven L. Neese, and Jodi A. Flaws. ""Mouse strain does not influence the overall effects of bisphenol a-induced toxicity in adult antral follicles."" Biology of reproduction 89, no. 5 (2013): 108-1.",Biology of reproduction,Cell,Chordate,Mammalia,Rodentia,Muridae,Lab mouse,Mus musculus,Mus musculus,C57BL/6,Adult,NA,NA,NA,Commercial,22,Cell culture,DMSO,BPA,1,ug/mL,ug/mL,NA,48 hours,2,0,Female,Ovary,Antral follicle,Primary,Hormone,Estradiol,E2,Estrogen,Reproductive,Hormone production,pg/mL,757.0977918,54.63882674,31.54574132,3,1640.378549,983.4988813,567.8233438,3,metadigitize,758.0977918,1641.378549,696.5111093,1.268150278,1.268150278,0.773189888,0.121558596
Peretz,56,902,2013,"Peretz, Jackye, Steven L. Neese, and Jodi A. Flaws. ""Mouse strain does not influence the overall effects of bisphenol a-induced toxicity in adult antral follicles."" Biology of reproduction 89, no. 5 (2013): 108-1.",Biology of reproduction,Cell,Chordate,Mammalia,Rodentia,Muridae,Lab mouse,Mus musculus,Mus musculus,C57BL/6,Adult,NA,NA,NA,Commercial,22,Cell culture,DMSO,BPA,10,ug/mL,ug/mL,NA,48 hours,2,0,Female,Ovary,Antral follicle,Primary,Hormone,Estradiol,E2,Estrogen,Reproductive,Hormone production,pg/mL,757.0977918,54.63882674,31.54574132,3,347.0031546,54.63882674,31.54574132,3,metadigitize,758.0977918,348.0031546,54.63882674,-7.505553499,7.505553499,-0.780158558,0.010000574
Peretz,56,903,2013,"Peretz, Jackye, Steven L. Neese, and Jodi A. Flaws. ""Mouse strain does not influence the overall effects of bisphenol a-induced toxicity in adult antral follicles."" Biology of reproduction 89, no. 5 (2013): 108-1.",Biology of reproduction,Cell,Chordate,Mammalia,Rodentia,Muridae,Lab mouse,Mus musculus,Mus musculus,C57BL/6,Adult,NA,NA,NA,Commercial,22,Cell culture,DMSO,BPA,100,ug/mL,ug/mL,NA,48 hours,2,0,Female,Ovary,Antral follicle,Primary,Hormone,Estradiol,E2,Estrogen,Reproductive,Hormone production,pg/mL,757.0977918,54.63882674,31.54574132,3,914.8264984,109.2776535,63.09148265,3,metadigitize,758.0977918,915.8264984,86.39157058,1.825741858,1.825741858,0.189242,0.006492354
